,cdf,End to End Latency
0,0.0,1.9640324358606267
1,0.01,5.275112754178585
2,0.02,5.668928247871556
3,0.03,5.971511605862952
4,0.04,6.079972066651474
5,0.05,6.153371270351273
6,0.06,6.22765657073782
7,0.07,6.340769388040514
8,0.08,6.391699006972676
9,0.09,6.40449520118083
10,0.1,6.443037697095705
11,0.11,6.455936671464263
12,0.12,6.494788744105482
13,0.13,6.5338746299988
14,0.14,6.573195736241272
15,0.15,6.612753478397911
16,0.16,6.62599222410041
17,0.17,6.652549280552659
18,0.18,6.705983143078083
19,0.19,6.732860804094767
20,0.2,6.855149637046233
21,0.21,6.9240450593656835
22,0.22,6.951796715163086
23,0.23,7.021663457091203
24,0.24,7.0498063685996755
25,0.25,7.106431035091334
26,0.26,7.1349136960709965
27,0.27,7.177851878292304
28,0.28,7.264505008663007
29,0.29,7.2936212320281655
30,0.3,7.322854153566432
31,0.31,7.337514522242242
32,0.32,7.366923368615111
33,0.33,7.396450085997618
34,0.34,7.440962204169176
35,0.35000000000000003,7.515745142640555
36,0.36,7.560975183004087
37,0.37,7.576112270457551
38,0.38,7.60647741947226
39,0.39,7.6522534901315895
40,0.4,7.698305042926664
41,0.41000000000000003,7.760138507963147
42,0.42,7.806839316902294
43,0.43,7.853821173087354
44,0.44,7.9169037573966206
45,0.45,7.964547985574301
46,0.46,7.980493026586462
47,0.47000000000000003,7.996469989602652
48,0.48,8.012478938530785
49,0.49,8.02851993740672
50,0.5,8.076835876004495
51,0.51,8.158009453263125
52,0.52,8.17434180452091
53,0.53,8.207104664696484
54,0.54,8.27302485316726
55,0.55,8.32281223165543
56,0.56,8.356170163086983
57,0.5700000000000001,8.389661793508544
58,0.58,8.4401510975436
59,0.59,8.457048296938083
60,0.6,8.524976054706144
61,0.61,8.542043073834684
62,0.62,8.576279685115974
63,0.63,8.610653517146666
64,0.64,8.62789206272654
65,0.65,8.66247275778687
66,0.66,8.697192052688527
67,0.67,8.732050502941336
68,0.68,8.749532085529808
69,0.6900000000000001,8.784600315263162
70,0.7000000000000001,8.837466374355909
71,0.71,8.837466374355909
72,0.72,8.890650583404684
73,0.73,8.926284417773203
74,0.74,8.944154857048025
75,0.75,8.96206107297805
76,0.76,9.015995097665968
77,0.77,9.070253699367509
78,0.78,9.143106777007915
79,0.79,9.16141129508
80,0.8,9.179752458833915
81,0.81,9.198130341634384
82,0.8200000000000001,9.216545016993011
83,0.8300000000000001,9.234996558568573
84,0.84,9.272010535743222
85,0.85,9.290573119398362
86,0.86,9.421555927004546
87,0.87,9.459317636369587
88,0.88,9.554385390965288
89,0.89,9.631127057049323
90,0.9,9.669728730021793
91,0.91,9.806057049229992
92,0.92,9.825688795074296
93,0.93,9.904609594027022
94,0.9400000000000001,9.944307388293872
95,0.9500000000000001,9.984164291797148
96,0.96,10.084506844740538
97,0.97,10.145195790810053
98,0.98,10.185857857444494
99,0.99,10.288227465101512
100,1.0,10.433275666256764
